#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	172369	172632	-	EPJJIE_000366	9.8	5.4	PF08541.16|ACP_syn_III_C	PFAM:PF08541.16
contig_1	172622	172834	-	EPJJIE_000367	7.8	4.6		
contig_1	172918	173256	-	EPJJIE_000368	12.5	5.6		
contig_1	173271	173390	-	EPJJIE_000369	4.7	5.4		
contig_1	173390	173536	-	EPJJIE_000370	5.5	4.3		
contig_1	173571	173777	-	EPJJIE_000371	8.5	10.1		
contig_1	173717	174070	-	EPJJIE_000372	13.8	5.4		
contig_1	174424	174519	-	EPJJIE_000373	3.7	9.8		
contig_1	174609	174788	+	EPJJIE_000374	7.0	9.6		
contig_1	174748	175197	-	EPJJIE_000375	17.1	4.5		
contig_1	175488	175718	-	EPJJIE_000376	8.5	4.1		
contig_1	175690	175959	-	EPJJIE_000377	10.2	6.3		
contig_1	176015	176377	-	EPJJIE_000378	14.0	9.3		
contig_1	176631	176819	-	EPJJIE_000379	7.1	6.2	PF05523.17|FdtA	PFAM:PF05523.17
contig_1	177326	177475	-	EPJJIE_000381	5.7	6.1		
contig_1	177472	177849	-	EPJJIE_000382	14.2	6.1		
contig_1	178259	178462	-	EPJJIE_000384	7.9	4.5		
contig_1	178455	178739	-	EPJJIE_000385	10.4	4.5		
contig_1	178743	179108	-	EPJJIE_000386	13.5	5.7		
contig_1	179760	180116	+	EPJJIE_000387	13.6	9.6		SO:0001217, UniRef:UniRef50_E1WUX6
contig_1	180270	180524	+	EPJJIE_000388	10.0	9.9		
contig_1	180515	180658	+	EPJJIE_000389	5.2	5.0		
contig_1	180664	180906	+	EPJJIE_000390	9.1	4.7	PF14297.12|Lin1244_N	PFAM:PF14297.12
contig_1	181025	181237	+	EPJJIE_000391	7.8	7.6		
contig_1	181218	181391	+	EPJJIE_000392	6.6	5.3		
contig_1	181769	181939	-	EPJJIE_000393	6.7	5.4		
contig_1	182087	182446	+	EPJJIE_000394	13.1	6.8		
contig_1	182489	182674	-	EPJJIE_000395	7.0	4.8		
contig_1	182883	183032	-	EPJJIE_000396	5.7	9.9		
contig_1	184313	184525	+	EPJJIE_000398	8.2	9.4		
contig_1	185917	186168	+	EPJJIE_000400	9.8	6.4		
contig_1	186168	186290	+	EPJJIE_000401	4.5	9.7		
contig_1	186463	186837	+	EPJJIE_000402	13.9	8.7		
contig_1	186777	187256	+	EPJJIE_000403	18.2	4.8	PF23562.2|AMP-binding_C_3	PFAM:PF23562.2
contig_1	187357	188334	+	EPJJIE_000404	34.8	10.0		
contig_1	188591	188908	-	EPJJIE_000405	11.8	8.8		
contig_1	188923	189492	-	EPJJIE_000406	22.4	5.4		
contig_1	189441	189641	-	EPJJIE_000407	7.7	10.6		
contig_1	189656	190393	-	EPJJIE_000408	27.9	6.3		
contig_1	190715	190984	-	EPJJIE_000409	10.0	5.5		
contig_1	191002	191715	-	EPJJIE_000410	26.7	9.3	PF02080.26|TrkA_C	PFAM:PF02080.26
contig_1	191657	192067	-	EPJJIE_000411	14.3	8.5		
contig_1	192125	192301	-	EPJJIE_000412	6.5	5.2		
contig_1	192387	192554	-	EPJJIE_000413	6.5	9.9		
contig_1	192588	192782	-	EPJJIE_000414	6.9	5.5		
contig_1	192782	192943	-	EPJJIE_000415	5.9	8.7		
contig_1	193039	193251	-	EPJJIE_000416	7.9	10.4		
contig_1	193265	193483	-	EPJJIE_000417	8.0	5.4		
contig_1	193468	193656	-	EPJJIE_000418	6.9	9.1		
contig_1	193906	194052	-	EPJJIE_000419	5.9	4.4		
contig_1	194066	194299	-	EPJJIE_000420	8.9	4.1		
contig_1	194843	195559	+	EPJJIE_000421	26.7	8.9	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	195648	196232	+	EPJJIE_000422	22.0	9.6		
contig_1	196342	196695	+	EPJJIE_000423	13.4	8.0		
contig_1	196674	197120	+	EPJJIE_000424	16.8	10.4		
contig_1	198168	198719	+	EPJJIE_000425	20.9	5.3		
contig_1	198716	198910	+	EPJJIE_000426	7.3	5.2		
contig_1	198901	199179	+	EPJJIE_000427	10.7	7.7		
contig_1	199279	199446	+	EPJJIE_000428	5.9	7.8		
contig_1	199397	199624	+	EPJJIE_000429	7.9	5.6		
contig_1	199896	200285	+	EPJJIE_000430	14.5	8.5		
contig_1	200258	200536	+	EPJJIE_000431	10.6	7.8		
contig_1	200874	201323	+	EPJJIE_000432	16.1	7.9	PF07715.20|Plug	PFAM:PF07715.20
contig_1	201582	201884	+	EPJJIE_000433	11.3	5.4		
contig_1	201869	202345	+	EPJJIE_000434	18.8	9.8	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	202314	202883	+	EPJJIE_000435	21.7	9.4	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	203721	203966	+	EPJJIE_000437	9.1	6.8		
contig_1	203924	204502	+	EPJJIE_000438	22.3	7.7		
contig_1	204548	204856	-	EPJJIE_000439	11.0	9.9		
contig_1	204991	205323	-	EPJJIE_000440	11.8	9.2		
contig_1	205320	205550	-	EPJJIE_000441	8.2	4.1		
contig_1	205718	205906	-	EPJJIE_000442	7.3	8.2		
contig_1	207236	207355	-	EPJJIE_000446	4.8	5.8		
contig_1	207322	207621	-	EPJJIE_000447	11.2	4.9		
contig_1	207618	208109	-	EPJJIE_000448	18.4	5.9		
contig_1	208169	208522	-	EPJJIE_000449	13.6	9.1		
contig_1	208468	208734	-	EPJJIE_000450	10.1	10.6		
contig_1	208751	209212	-	EPJJIE_000451	17.7	8.8	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	209173	209346	-	EPJJIE_000452	6.5	6.0		
contig_1	209470	210036	-	EPJJIE_000453	20.6	5.3	PF07715.20|Plug	PFAM:PF07715.20
contig_1	210033	210152	-	EPJJIE_000454	4.4	6.1		
contig_1	210124	210444	-	EPJJIE_000455	11.7	9.0	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	211007	211273	-	EPJJIE_000457	9.6	9.0		
contig_1	211311	211511	-	EPJJIE_000458	8.0	9.9		
contig_1	211511	211951	-	EPJJIE_000459	16.8	7.8	PF02872.23|5_nucleotid_C	PFAM:PF02872.23
contig_1	211978	212283	-	EPJJIE_000460	11.5	9.0		
contig_1	212323	212490	-	EPJJIE_000461	6.0	6.2		
contig_1	212438	212650	-	EPJJIE_000462	8.0	9.0		
contig_1	212629	213096	-	EPJJIE_000463	17.8	7.6	PF00149.33|Metallophos	PFAM:PF00149.33
contig_1	213216	213416	-	EPJJIE_000464	7.4	6.5	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_1	213570	214124	-	EPJJIE_000465	21.0	5.9	PF00512.31|HisKA	PFAM:PF00512.31
contig_1	214251	214535	-	EPJJIE_000466	10.7	6.8		
contig_1	214480	214833	-	EPJJIE_000467	13.2	5.2		
contig_1	215012	215137	-	EPJJIE_000468	4.8	7.9		
contig_1	215247	215678	+	EPJJIE_000469	16.2	8.8	PF09371.15|Tex_N	PFAM:PF09371.15
contig_1	215770	216063	+	EPJJIE_000470	10.7	9.5	PF22706.1|Tex_central_region	PFAM:PF22706.1
contig_1	216036	216230	+	EPJJIE_000471	7.2	6.2		
contig_1	216330	216620	+	EPJJIE_000472	10.8	6.1	PF14639.11|YqgF, PF16921.10|Tex_YqgF	PFAM:PF14639.11, PFAM:PF16921.10
contig_1	216826	217071	+	EPJJIE_000473	9.0	7.8	PF17674.7|HHH_9	PFAM:PF17674.7
contig_1	217083	217373	+	EPJJIE_000474	11.1	8.2	PF00575.29|S1	PFAM:PF00575.29
contig_1	217587	217799	-	EPJJIE_000475	7.7	5.7		
contig_1	217846	217998	-	EPJJIE_000476	5.6	9.6		
contig_1	217968	218534	-	EPJJIE_000477	21.6	5.3	PF17127.10|DUF5106	PFAM:PF17127.10
contig_1	219031	219510	-	EPJJIE_000479	18.2	5.3		
contig_1	219540	219827	-	EPJJIE_000480	10.6	8.1		
contig_1	219817	220110	-	EPJJIE_000481	10.8	5.2		
contig_1	220053	220352	-	EPJJIE_000482	10.9	9.0		
contig_1	220352	220756	-	EPJJIE_000483	14.3	4.7		
contig_1	220720	221058	-	EPJJIE_000484	13.3	10.0		
contig_1	221145	222089	-	EPJJIE_000485	34.5	5.7		
contig_1	222217	222330	-	EPJJIE_000486	3.9	7.9		
contig_1	223368	223982	-	EPJJIE_000488	22.0	9.5		
contig_1	223990	224232	-	EPJJIE_000489	8.6	10.2		
contig_1	224360	224701	-	EPJJIE_000490	12.3	9.0		
contig_1	224944	225123	-	EPJJIE_000491	6.6	4.4		
contig_1	225186	225332	-	EPJJIE_000492	5.0	5.4		
contig_1	225322	225873	-	EPJJIE_000493	20.1	6.1		
contig_1	225955	226431	-	EPJJIE_000494	17.4	5.2		
contig_1	226557	226976	-	EPJJIE_000495	15.3	4.6		
contig_1	227384	227917	-	EPJJIE_000496	18.9	9.9		
contig_1	228036	228365	-	EPJJIE_000497	11.4	5.3		
contig_1	228362	228589	-	EPJJIE_000498	8.5	4.5		
contig_1	228608	229264	-	EPJJIE_000499	23.0	6.3		
contig_1	229291	229536	-	EPJJIE_000500	9.2	5.7		
contig_1	229552	229707	-	EPJJIE_000501	5.4	4.1		
contig_1	229707	229922	-	EPJJIE_000502	7.9	5.7		
contig_1	229873	230394	-	EPJJIE_000503	19.5	4.8		
contig_1	230391	230603	-	EPJJIE_000504	7.7	5.1		
contig_1	230708	230887	-	EPJJIE_000505	6.5	8.1		
contig_1	230884	231042	-	EPJJIE_000506	5.9	7.9		
contig_1	231024	231437	-	EPJJIE_000507	15.7	4.9		
contig_1	231392	231571	-	EPJJIE_000508	6.6	10.2		
contig_1	231652	231972	-	EPJJIE_000509	11.6	4.8		
contig_1	232063	232302	-	EPJJIE_000510	9.0	4.3		
contig_1	232436	232636	-	EPJJIE_000511	7.1	7.9		
contig_1	232640	232834	-	EPJJIE_000512	6.9	5.0		
contig_1	233247	233591	-	EPJJIE_000513	12.6	5.5		
contig_1	233659	233889	-	EPJJIE_000514	8.1	4.6		
contig_1	233889	234197	-	EPJJIE_000515	11.2	9.4		
contig_1	234348	234599	-	EPJJIE_000516	8.9	5.2		
contig_1	234627	234908	-	EPJJIE_000517	9.8	4.1		
contig_1	234890	235126	-	EPJJIE_000518	8.5	9.9		
contig_1	235148	235603	-	EPJJIE_000519	16.4	5.2		
contig_1	235624	235821	-	EPJJIE_000520	7.2	4.4		
contig_1	235821	236597	-	EPJJIE_000521	28.2	5.3		
contig_1	237216	237527	-	EPJJIE_000522	11.6	5.0		
contig_1	237503	237700	-	EPJJIE_000523	7.3	7.9		
contig_1	237843	238214	-	EPJJIE_000524	13.4	4.8		
contig_1	238211	238537	-	EPJJIE_000525	12.1	4.4		
contig_1	238584	239324	-	EPJJIE_000526	26.6	5.1	PF06321.17|P_gingi_FimA	PFAM:PF06321.17
contig_1	239351	239602	-	EPJJIE_000527	9.6	8.7		
contig_1	239649	239924	-	EPJJIE_000528	9.9	8.8		
contig_1	239921	240235	-	EPJJIE_000529	12.3	4.6		
contig_1	240369	240953	-	EPJJIE_000530	21.6	4.9		
contig_1	240940	241137	-	EPJJIE_000531	7.1	6.2		
contig_1	241131	241442	-	EPJJIE_000532	11.4	9.2		
contig_1	241600	241956	-	EPJJIE_000533	12.8	4.7		
contig_1	242255	242416	-	EPJJIE_000534	5.9	8.9		
contig_1	242424	242591	-	EPJJIE_000535	6.8	11.4		
contig_1	242611	242997	-	EPJJIE_000536	14.1	4.8		
contig_1	243485	244192	-	EPJJIE_000537	27.3	4.9		
contig_1	244158	244448	-	EPJJIE_000538	10.5	5.1		
contig_1	244745	245272	+	EPJJIE_000539	19.9	9.7	PF17293.8|Arm-DNA-bind_5	PFAM:PF17293.8
contig_1	245440	245619	+	EPJJIE_000540	6.9	5.5		
contig_1	245603	245965	+	EPJJIE_000541	13.1	8.6		
contig_1	246390	246518	-	EPJJIE_000543	5.1	9.7		
contig_1	246683	246853	+	EPJJIE_000544	6.7	11.3		
contig_1	246971	247246	+	EPJJIE_000545	10.6	5.7		
contig_1	247215	247454	+	EPJJIE_000546	9.1	5.8		
contig_1	247527	247886	+	EPJJIE_000547	14.2	7.7		
contig_1	247873	248142	+	EPJJIE_000548	10.4	9.6		
contig_1	248139	248546	+	EPJJIE_000549	15.6	9.5	PF01807.25|Zn_ribbon_DnaG	PFAM:PF01807.25
contig_1	248574	248990	+	EPJJIE_000550	15.6	8.7		
contig_1	249607	249903	+	EPJJIE_000551	11.2	9.4		
contig_1	250094	250675	+	EPJJIE_000552	22.8	9.2		
contig_1	251093	251464	+	EPJJIE_000553	14.2	8.7		
contig_1	251804	252292	+	EPJJIE_000554	18.3	4.8	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13181.12|TPR_8	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13181.12
contig_1	252294	252455	+	EPJJIE_000555	6.0	6.0		
contig_1	252560	252673	+	EPJJIE_000556	4.2	4.7		
contig_1	252657	252977	+	EPJJIE_000557	12.2	5.1	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13414.12|TPR_11, PF13431.12|TPR_17, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13431.12, PFAM:PF14559.12
contig_1	253291	253494	-	EPJJIE_000558	7.5	7.7		
contig_1	253518	253646	-	EPJJIE_000559	4.8	8.2		
contig_1	253643	253843	-	EPJJIE_000560	7.1	9.4		
contig_1	254182	254334	+	EPJJIE_000561	6.3	9.8		
contig_1	254484	255110	-	EPJJIE_000562	24.7	9.6		
contig_1	255218	255412	-	EPJJIE_000563	7.3	5.7	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_1	255375	255695	-	EPJJIE_000564	12.5	9.7		
contig_1	257368	257610	+	EPJJIE_000565	9.7	8.8		
contig_1	257562	258176	+	EPJJIE_000566	23.4	10.0		
contig_1	258309	258575	+	EPJJIE_000567	10.0	5.1		
contig_1	258948	259340	+	EPJJIE_000568	14.2	9.2		
contig_1	259361	259636	+	EPJJIE_000569	10.5	9.2		
contig_1	259585	260352	+	EPJJIE_000570	29.7	9.3		
contig_1	260339	260629	+	EPJJIE_000571	11.2	4.9		
contig_1	260626	261030	+	EPJJIE_000572	15.4	6.6		
contig_1	261053	261292	+	EPJJIE_000573	8.8	9.9		
contig_1	261389	261892	+	EPJJIE_000574	18.7	9.7		
contig_1	262478	262759	-	EPJJIE_000575	10.5	5.5		
contig_1	262788	263030	-	EPJJIE_000576	9.1	8.6		
contig_1	263030	263329	-	EPJJIE_000577	11.0	5.2		
contig_1	263434	263718	+	EPJJIE_000578	10.7	9.7		
contig_1	263684	263842	+	EPJJIE_000579	6.0	9.1		
contig_1	263861	264121	+	EPJJIE_000580	9.7	6.6		
contig_1	264172	264468	+	EPJJIE_000581	10.8	9.6	PF13306.12|LRR_5	PFAM:PF13306.12
contig_1	264628	265371	-	EPJJIE_000582	29.2	5.2		
contig_1	265492	265665	-	EPJJIE_000583	6.3	9.1		
contig_1	268015	268284	-	EPJJIE_000587	10.1	4.5		
contig_1	268266	268508	-	EPJJIE_000588	8.7	9.4	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	268786	269001	+	EPJJIE_000589	8.4	4.5		
contig_1	268998	269336	+	EPJJIE_000590	12.2	4.9		
contig_1	269387	269506	+	EPJJIE_000591	4.6	9.4	PF00226.36|DnaJ	PFAM:PF00226.36
contig_1	269607	269912	+	EPJJIE_000592	10.3	10.5		
contig_1	270128	270568	+	EPJJIE_000593	15.9	6.8	PF01556.23|DnaJ_C	PFAM:PF01556.23
contig_1	270759	270890	+	EPJJIE_000594	4.8	8.2		
contig_1	271314	271709	-	EPJJIE_000595	15.4	8.9	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	271765	272355	-	EPJJIE_000596	22.4	4.8		
contig_1	272352	272513	-	EPJJIE_000597	6.3	9.6		
contig_1	272570	272947	-	EPJJIE_000598	14.4	4.6		
contig_1	272963	273463	-	EPJJIE_000599	18.7	9.3		
contig_1	273586	273963	-	EPJJIE_000600	14.1	9.7	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	273960	274175	-	EPJJIE_000601	7.7	9.7		
contig_1	274198	274419	+	EPJJIE_000602	8.1	11.4		
contig_1	274492	275355	-	EPJJIE_000603	32.6	8.9		
contig_1	275391	275519	-	EPJJIE_000604	4.6	10.3		
contig_1	275805	276185	-	EPJJIE_000605	13.5	9.6	PF09134.16|Invasin_D3, PF18565.7|Glyco_hydro2_C5	PFAM:PF09134.16, PFAM:PF18565.7
contig_1	276127	277071	-	EPJJIE_000606	36.4	6.4	PF02836.23|Glyco_hydro_2_C, PF16355.11|DUF4982	PFAM:PF02836.23, PFAM:PF16355.11
contig_1	277099	277305	-	EPJJIE_000607	7.6	7.8	PF02836.23|Glyco_hydro_2_C	PFAM:PF02836.23
contig_1	277254	277535	-	EPJJIE_000608	10.6	7.9	PF00703.27|Glyco_hydro_2	PFAM:PF00703.27
contig_1	277525	277932	-	EPJJIE_000609	15.1	7.9		
contig_1	278019	278294	-	EPJJIE_000610	10.5	8.9		
contig_1	278333	278473	-	EPJJIE_000611	5.1	8.2		
contig_1	278431	278556	-	EPJJIE_000612	5.1	9.1		
contig_1	278501	278725	-	EPJJIE_000613	8.7	5.1	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	278677	278820	-	EPJJIE_000614	5.4	10.4		
contig_1	278843	279025	-	EPJJIE_000615	6.9	6.0		
contig_1	279046	279879	-	EPJJIE_000616	32.0	4.7	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	279934	280431	-	EPJJIE_000617	18.3	8.5	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_1	280428	280583	-	EPJJIE_000618	5.5	5.9		
contig_1	280651	280971	-	EPJJIE_000619	11.7	4.7		
contig_1	280935	281339	-	EPJJIE_000620	15.3	6.8	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_1	281347	282180	-	EPJJIE_000621	31.8	5.6	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_1	282199	282453	-	EPJJIE_000622	9.2	5.6	PF02838.20|Glyco_hydro_20b	PFAM:PF02838.20
contig_1	282487	282723	-	EPJJIE_000623	8.7	9.6		
contig_1	282811	282999	-	EPJJIE_000624	7.1	9.4		
contig_1	282954	283280	-	EPJJIE_000625	11.4	4.8		
contig_1	283252	283656	-	EPJJIE_000626	14.8	7.6	PF13854.12|Kelch_5	PFAM:PF13854.12
contig_1	283625	284002	-	EPJJIE_000627	13.1	5.3		
contig_1	284108	284857	-	EPJJIE_000628	27.7	5.2	PF00754.31|F5_F8_type_C, PF13287.12|Fn3_assoc, PF13290.12|CHB_HEX_C_1, PF22633.2|F5_F8_type_C_2	PFAM:PF00754.31, PFAM:PF13287.12, PFAM:PF13290.12, PFAM:PF22633.2
contig_1	284901	285131	-	EPJJIE_000629	8.9	4.6	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_1	285131	285439	-	EPJJIE_000630	11.5	5.5	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_1	285412	286038	-	EPJJIE_000631	23.8	5.6	PF00728.28|Glyco_hydro_20, PF02838.20|Glyco_hydro_20b	PFAM:PF00728.28, PFAM:PF02838.20
contig_1	286005	286181	-	EPJJIE_000632	6.9	10.1		
contig_1	286429	287340	-	EPJJIE_000633	35.0	8.2	PF17753.7|Ig_mannosidase, PF17786.7|Mannosidase_ig	PFAM:PF17753.7, PFAM:PF17786.7
contig_1	287562	287759	-	EPJJIE_000634	7.9	4.4		
contig_1	287937	288791	-	EPJJIE_000635	32.5	5.5	PF00703.27|Glyco_hydro_2, PF02837.24|Glyco_hydro_2_N, PF22666.2|Glyco_hydro_2_N2	PFAM:PF00703.27, PFAM:PF02837.24, PFAM:PF22666.2
contig_1	288825	288917	-	EPJJIE_000636	3.6	9.4		
contig_1	288914	289465	-	EPJJIE_000637	21.8	9.8		
contig_1	289590	289844	-	EPJJIE_000638	9.5	9.7		
contig_1	289937	290263	-	EPJJIE_000639	12.1	9.2		
contig_1	290260	290718	-	EPJJIE_000640	17.1	6.2	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
contig_1	290735	290980	-	EPJJIE_000641	8.9	9.0		
contig_1	291009	291215	-	EPJJIE_000642	8.0	8.9		
contig_1	291302	291481	-	EPJJIE_000643	6.4	9.7		
contig_1	291491	291673	-	EPJJIE_000644	6.8	8.0		
contig_1	291753	292157	-	EPJJIE_000645	15.6	8.6		
contig_1	292290	292493	-	EPJJIE_000646	7.6	8.5		
contig_1	292549	292812	-	EPJJIE_000647	10.0	9.5		
contig_1	292776	292985	-	EPJJIE_000648	8.1	6.8	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_1	293000	293320	-	EPJJIE_000649	12.7	9.4	PF00728.28|Glyco_hydro_20	PFAM:PF00728.28
contig_1	293274	293540	-	EPJJIE_000650	10.0	5.8	PF02838.20|Glyco_hydro_20b	PFAM:PF02838.20
contig_1	293732	294136	-	EPJJIE_000651	14.9	8.5		
contig_1	294136	294510	-	EPJJIE_000652	13.8	9.5	PF13088.12|BNR_2, PF13859.12|BNR_3	PFAM:PF13088.12, PFAM:PF13859.12
contig_1	294518	294613	-	EPJJIE_000653	3.2	5.8		
contig_1	294553	294738	-	EPJJIE_000654	6.6	7.7		
contig_1	294735	294995	-	EPJJIE_000655	9.3	6.7	PF14873.11|BNR_assoc_N	PFAM:PF14873.11
contig_1	294988	295254	-	EPJJIE_000656	9.9	6.3	PF14873.11|BNR_assoc_N	PFAM:PF14873.11
contig_1	295938	296192	-	EPJJIE_000657	9.7	4.9		
contig_1	296205	296420	-	EPJJIE_000658	8.0	9.7		
contig_1	296417	296734	-	EPJJIE_000659	12.1	8.7	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	296890	297111	-	EPJJIE_000660	8.4	4.2		
contig_1	297331	297882	-	EPJJIE_000661	20.4	6.1	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	297872	298120	-	EPJJIE_000662	8.9	9.8		
contig_1	298111	298326	-	EPJJIE_000663	8.0	5.5		
contig_1	298323	298607	-	EPJJIE_000664	10.0	4.8		
contig_1	298598	298843	-	EPJJIE_000665	9.3	5.0		
contig_1	298840	299115	-	EPJJIE_000666	10.1	6.5		
contig_1	299298	299600	-	EPJJIE_000667	11.8	7.9		
contig_1	299687	300163	-	EPJJIE_000668	18.5	5.9		
contig_1	300132	300659	-	EPJJIE_000669	18.0	6.7	PF07715.20|Plug	PFAM:PF07715.20
contig_1	300604	300741	-	EPJJIE_000670	5.0	8.6		
contig_1	300719	300931	-	EPJJIE_000671	7.7	8.0	PF13715.12|CarbopepD_reg_2	PFAM:PF13715.12
contig_1	301132	301338	+	EPJJIE_000672	7.9	8.0		
contig_1	302158	302562	+	EPJJIE_000673	14.2	9.7	PF07715.20|Plug	PFAM:PF07715.20
contig_1	302553	302711	+	EPJJIE_000674	6.1	8.6		
contig_1	302736	302831	+	EPJJIE_000675	3.6	8.1		
contig_1	303408	303992	+	EPJJIE_000676	21.9	7.8		
contig_1	304174	304659	+	EPJJIE_000677	17.7	8.6		
contig_1	304830	305060	+	EPJJIE_000678	8.4	6.5		
contig_1	305125	305286	+	EPJJIE_000679	6.1	7.9		
contig_1	305400	305540	+	EPJJIE_000680	5.3	9.8		
contig_1	305568	305873	+	EPJJIE_000681	11.7	6.6		
contig_1	306116	306271	+	EPJJIE_000682	6.0	9.7		
contig_1	306315	306518	+	EPJJIE_000683	7.7	5.2		
contig_1	306590	306802	-	EPJJIE_000684	7.7	9.5		
contig_1	307087	307248	-	EPJJIE_000685	6.5	6.7	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	307290	307391	-	EPJJIE_000686	3.7	4.3		
contig_1	307522	307728	-	EPJJIE_000687	8.0	10.3		
contig_1	307725	307940	-	EPJJIE_000688	7.9	7.9		
contig_1	308173	308490	-	EPJJIE_000689	12.0	8.6		
contig_1	308622	308828	-	EPJJIE_000690	7.9	9.7		
contig_1	309084	309305	-	EPJJIE_000691	8.0	4.8		
contig_1	309418	309585	-	EPJJIE_000692	6.3	5.0		
contig_1	309775	310089	-	EPJJIE_000693	12.4	10.1		
contig_1	310201	310809	-	EPJJIE_000694	22.7	5.0		
contig_1	310763	311122	-	EPJJIE_000695	13.7	8.6		
contig_1	311145	311255	-	EPJJIE_000696	3.9	9.7		
contig_1	311363	311455	-	EPJJIE_000697	3.0	5.3		
contig_1	311464	311574	-	EPJJIE_000698	4.0	9.6		
contig_1	311582	311767	-	EPJJIE_000699	6.4	4.6	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	312495	312776	-	EPJJIE_000700	11.1	10.3	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	312892	313002	-	EPJJIE_000701	4.3	6.8		
contig_1	313047	313355	-	EPJJIE_000702	11.6	5.2		
contig_1	313364	313600	-	EPJJIE_000703	9.0	9.8		
contig_1	314379	314531	-	EPJJIE_000704	5.7	5.9		
contig_1	314558	314827	-	EPJJIE_000705	10.0	5.4		
contig_1	315115	315342	-	EPJJIE_000706	8.5	9.9		
contig_1	315452	315604	-	EPJJIE_000707	5.7	5.6		
contig_1	315601	315858	-	EPJJIE_000708	10.0	5.6		
contig_1	315878	316357	-	EPJJIE_000709	18.0	8.6		
contig_1	316357	316740	-	EPJJIE_000710	14.0	6.2		
contig_1	316847	317059	-	EPJJIE_000711	8.3	9.4		
contig_1	317067	317333	-	EPJJIE_000712	9.4	9.2	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	317810	317992	+	EPJJIE_000713	7.1	10.1		
contig_1	317946	318305	+	EPJJIE_000714	14.3	5.7		
contig_1	318274	318600	+	EPJJIE_000715	12.9	9.5		
contig_1	319352	319483	-	EPJJIE_000716	5.3	9.9		
contig_1	319772	320149	+	EPJJIE_000717	15.0	10.0	PF12715.13|Abhydrolase_7	PFAM:PF12715.13
contig_1	320137	320907	+	EPJJIE_000718	29.0	5.0	PF12715.13|Abhydrolase_7	PFAM:PF12715.13
contig_1	320916	321143	+	EPJJIE_000719	9.0	9.0	PF12715.13|Abhydrolase_7	PFAM:PF12715.13
contig_1	321772	321984	-	EPJJIE_000720	8.1	9.3	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	322000	322419	-	EPJJIE_000721	15.3	4.8		
contig_1	322444	323136	-	EPJJIE_000722	26.1	8.3		
contig_1	323258	323731	-	EPJJIE_000723	18.3	6.7		
contig_1	323854	324156	-	EPJJIE_000724	11.5	9.4		
contig_1	324159	324341	-	EPJJIE_000725	7.1	8.0		
contig_1	324449	325030	-	EPJJIE_000726	22.7	7.8		
contig_1	325184	325543	-	EPJJIE_000727	13.8	8.7		
contig_1	325564	325827	-	EPJJIE_000728	9.7	8.7		
contig_1	325775	326185	-	EPJJIE_000729	14.1	5.1	PF07715.20|Plug	PFAM:PF07715.20
